id_agresor,sexo_agre,edad_agre,r_fam_vic,conv_agre,r_nofiliar,zona_conf,armas
AGR_006010,M,26,25,1,7,2,
AGR_006011,M,26,24,2,,2,
AGR_006012,F,99,2,2,,2,3
AGR_006013,M,33,22,1,,2,
AGR_006014,F,40,24,2,,2,15
AGR_006015,M,35,25,2,8,2,
AGR_006016,M,19,9,1,,2,3
AGR_006017,M,99,25,2,11,2,
AGR_006018,M,38,22,2,,2,4
AGR_006019,M,22,25,2,7,2,
AGR_006020,M,99,25,2,1,2,
AGR_006021,M,23,24,2,,2,
AGR_006022,M,12,24,2,,2,
AGR_006023,SD,99,25,2,6,2,11
AGR_006024,M,59,24,2,,2,3
AGR_006025,M,30,24,1,,2,3
AGR_006026,F,30,24,1,,2,3
AGR_006027,F,26,23,2,,2,4
AGR_006028,M,28,25,2,7,2,
AGR_006029,M,10,25,2,6,2,
AGR_006030,M,39,25,2,3,2,
AGR_006031,F,31,9,2,,2,
AGR_006032,M,10,25,2,6,2,3
AGR_006033,M,40,22,1,,1,3
AGR_006034,M,24,22,2,,2,1
AGR_006035,M,13,25,2,2,2,
AGR_006036,M,33,24,1,,2,3
AGR_006037,F,41,25,1,10,2,
AGR_006038,M,40,25,2,2,2,
AGR_006039,M,35,25,2,6,2,3
AGR_006040,M,99,24,2,,2,3
AGR_006041,M,60,24,2,,2,
AGR_006042,M,52,25,2,7,2,
AGR_006043,M,14,25,2,4,2,
AGR_006044,M,26,25,2,6,2,
AGR_006045,M,60,25,2,10,2,
AGR_006046,M,7,24,1,,2,
AGR_006047,F,27,23,1,,2,1
AGR_006048,M,55,25,2,2,2,
AGR_006049,M,38,25,2,8,2,
AGR_006050,M,18,2,1,,2,15
AGR_006051,F,48,25,1,10,2,
AGR_006052,F,12,24,1,,2,3
AGR_006053,M,34,24,1,,2,15
AGR_006054,F,99,25,2,7,2,3
AGR_006055,M,20,22,2,,2,1
AGR_006056,M,21,24,1,,2,15
AGR_006057,SD,99,25,2,10,2,12
AGR_006058,M,40,25,2,10,1,
AGR_006059,F,44,21,2,6,2,15
AGR_006060,M,42,23,1,,2,
AGR_006061,F,54,23,2,,2,
AGR_006062,F,42,24,2,,2,3
AGR_006063,F,24,22,1,,1,15
AGR_006064,M,32,24,1,,2,3
AGR_006065,M,29,22,2,,2,15
AGR_006066,F,5,25,2,4,2,
AGR_006067,M,15,23,2,,2,3
AGR_006068,F,37,24,2,,2,15
AGR_006069,F,56,10,1,,2,3
AGR_006070,M,40,22,1,,2,15
AGR_006071,M,14,24,1,,2,
AGR_006072,M,28,22,1,,2,2
AGR_006073,M,50,24,2,,2,
AGR_006074,M,0,22,2,,1,1
AGR_006075,F,18,21,2,10,2,3
AGR_006076,M,8,21,2,2,2,
AGR_006077,M,21,24,2,,2,
AGR_006078,F,11,21,2,7,2,3
AGR_006079,F,19,22,1,,2,4
AGR_006080,M,14,25,2,8,2,
AGR_006081,M,50,25,2,8,2,
AGR_006082,M,15,25,2,4,2,
AGR_006083,M,26,25,1,10,2,
AGR_006084,M,42,23,1,,2,3
AGR_006085,M,28,22,1,,2,15
AGR_006086,M,43,25,2,10,2,
AGR_006087,F,22,25,2,8,2,
AGR_006088,M,15,24,1,,2,3
AGR_006089,F,30,24,1,,2,
AGR_006090,M,99,22,1,,2,3
AGR_006091,M,40,25,2,2,2,3
AGR_006092,M,15,25,1,2,2,
AGR_006093,M,15,25,1,3,2,
AGR_006094,F,99,22,1,,2,3
AGR_006095,M,36,25,2,8,2,
AGR_006096,F,22,25,2,7,2,3
AGR_006097,SD,99,25,2,6,2,4
AGR_006098,M,21,22,2,,2,15
AGR_006099,M,33,24,2,,2,3
AGR_006100,M,40,25,2,1,2,
AGR_006101,SD,99,22,2,,2,
AGR_006102,M,43,22,1,,2,15
AGR_006103,M,49,22,2,,2,3
AGR_006104,SD,99,25,2,6,2,15
AGR_006105,M,30,25,2,7,2,4
AGR_006106,SD,99,24,2,,2,3
AGR_006107,M,13,10,1,,2,15
AGR_006108,F,99,25,2,6,2,4
AGR_006109,M,69,24,2,,2,
AGR_006110,M,25,25,2,8,1,
AGR_006111,F,40,25,1,10,2,
AGR_006112,F,25,24,1,,2,
AGR_006113,M,0,25,1,10,1,3
AGR_006114,M,37,15,2,,2,
AGR_006115,F,82,25,1,,1,
AGR_006116,F,26,24,1,,2,
AGR_006117,F,32,22,1,,2,3
AGR_006118,M,58,25,2,6,2,
AGR_006119,M,48,25,2,2,2,
AGR_006120,M,28,25,2,8,2,
AGR_006121,M,52,22,1,,2,1
AGR_006122,M,42,25,2,6,2,
AGR_006123,M,24,22,1,,2,
AGR_006124,M,15,24,1,,1,
AGR_006125,M,68,24,2,,2,
AGR_006126,M,15,24,1,,2,4
AGR_006127,M,15,25,2,3,2,
AGR_006128,F,57,22,1,,2,3
AGR_006129,M,24,25,2,10,2,
AGR_006130,M,47,24,2,,2,
AGR_006131,M,26,25,2,2,2,
AGR_006132,M,38,22,1,,2,1
AGR_006133,F,24,23,2,,2,1
AGR_006134,M,37,9,2,,1,3
AGR_006135,F,49,22,1,,2,4
AGR_006136,F,24,24,1,,2,3
AGR_006137,F,23,23,2,,2,4
AGR_006138,M,20,25,2,7,2,15
AGR_006139,M,28,23,2,,2,15
AGR_006140,F,14,24,2,,2,
AGR_006141,M,12,25,2,2,2,3
AGR_006142,F,18,25,2,8,2,3
AGR_006143,M,17,21,2,8,2,
AGR_006144,M,32,21,2,6,2,
AGR_006145,M,78,24,2,,2,
AGR_006146,M,62,22,1,,2,3
AGR_006147,M,30,22,2,,1,1
AGR_006148,F,34,2,2,,2,3
AGR_006149,M,0,9,2,,2,12
AGR_006150,M,50,24,1,,2,1
AGR_006151,M,19,23,2,,2,
AGR_006152,M,33,25,2,7,2,1
AGR_006153,M,33,23,2,,2,1
AGR_006154,F,22,25,2,8,2,15
AGR_006155,F,19,24,2,,2,3
AGR_006156,M,81,24,1,,2,
AGR_006157,M,35,25,1,10,2,
AGR_006158,M,36,25,2,6,2,3
AGR_006159,M,30,23,1,,2,3
AGR_006160,M,20,24,2,,2,
AGR_006161,M,58,25,2,7,2,
AGR_006162,M,33,24,1,,2,
AGR_006163,M,26,24,1,,2,15
AGR_006164,M,31,25,2,11,2,
AGR_006165,SD,13,24,1,,2,
AGR_006166,SD,0,25,2,6,2,15
AGR_006167,SD,14,24,1,,2,
AGR_006168,M,99,25,2,7,2,4
AGR_006169,F,14,24,1,,2,
AGR_006170,F,27,25,2,10,2,
AGR_006171,M,30,24,1,,2,1
AGR_006172,M,27,25,2,2,2,
AGR_006173,M,30,22,1,,2,15
AGR_006174,M,5,25,1,2,2,
AGR_006175,M,23,25,1,6,2,
AGR_006176,M,25,22,1,,2,1
AGR_006177,SD,25,25,2,6,2,
AGR_006178,M,29,22,2,,2,4
AGR_006179,F,29,22,2,,2,3
AGR_006180,M,41,25,2,2,2,
AGR_006181,M,5,25,2,6,2,
AGR_006182,M,47,22,1,,2,1
AGR_006183,M,41,24,2,,2,
AGR_006184,F,18,24,2,,2,4
AGR_006185,M,30,25,2,6,2,1
AGR_006186,M,30,25,2,2,2,3
AGR_006187,SD,99,25,2,8,2,3
AGR_006188,M,14,25,2,6,2,
AGR_006189,M,33,25,2,10,2,3
AGR_006190,M,7,25,1,4,2,
AGR_006191,M,25,25,2,8,2,4
AGR_006192,SD,20,25,2,6,2,
AGR_006193,M,85,24,2,,2,
AGR_006194,M,22,25,2,8,2,
AGR_006195,F,17,25,2,7,2,3
AGR_006196,M,39,24,1,,2,
AGR_006197,M,40,24,2,,2,2
AGR_006198,M,21,22,1,,2,1
AGR_006199,F,40,18,1,,2,3
AGR_006200,F,7,25,2,8,2,
AGR_006201,M,46,25,2,8,2,
AGR_006202,M,42,9,1,,2,3
AGR_006203,M,21,24,2,,1,
AGR_006204,F,40,22,1,,2,4
AGR_006205,F,30,25,2,7,2,3
AGR_006206,F,0,25,1,7,2,12
AGR_006207,M,22,11,1,,1,
AGR_006208,M,40,9,2,,1,
AGR_006209,M,15,18,2,,1,
AGR_006210,M,18,21,2,1,2,
AGR_006211,M,43,2,2,,2,
AGR_006212,F,0,7,2,,2,3
AGR_006213,M,30,21,1,3,2,3
AGR_006214,M,30,21,2,2,2,4
AGR_006215,M,33,21,2,10,2,4
AGR_006216,F,24,11,1,,2,
AGR_006217,M,47,11,1,,2,
AGR_006218,F,17,25,2,2,2,
AGR_006219,F,21,25,2,2,2,
AGR_006220,M,36,25,1,10,2,
AGR_006221,M,39,25,2,10,2,
AGR_006222,M,42,22,1,,2,
AGR_006223,F,99,24,1,,2,
AGR_006224,SD,99,25,1,6,2,
AGR_006225,M,17,25,2,4,2,15
AGR_006226,M,0,24,2,,2,14
AGR_006227,F,28,22,1,,2,3
AGR_006228,F,21,23,2,,2,3
AGR_006229,SD,99,24,1,,2,
AGR_006230,M,22,25,2,1,2,
AGR_006231,M,99,25,2,7,2,3
AGR_006232,F,26,23,2,,2,
AGR_006233,SD,0,24,2,,2,1
AGR_006234,F,55,25,2,7,2,3
AGR_006235,M,34,25,2,8,2,
AGR_006236,M,16,25,2,2,2,15
AGR_006237,M,55,23,1,,2,1
AGR_006238,M,59,23,2,,2,
AGR_006239,M,46,25,2,8,2,15
AGR_006240,M,26,24,1,,2,3
AGR_006241,M,15,25,2,10,2,
AGR_006242,F,30,22,1,,2,4
AGR_006243,M,11,25,2,10,2,
AGR_006244,F,42,22,1,,2,3
AGR_006245,F,17,25,2,2,2,3
AGR_006246,M,22,24,1,,2,3
AGR_006247,M,37,23,2,,2,3
AGR_006248,F,22,22,2,,2,3
AGR_006249,M,21,25,2,2,2,
AGR_006250,M,43,22,2,,2,15
AGR_006251,F,27,25,2,8,2,3
AGR_006252,F,54,22,2,,2,15
AGR_006253,F,53,20,2,,2,
AGR_006254,M,55,24,2,,2,3
AGR_006255,F,27,25,2,10,2,4
AGR_006256,F,14,25,2,10,2,4
AGR_006257,M,35,24,2,,2,
AGR_006258,M,62,9,1,,2,1
AGR_006259,F,23,24,1,,2,3
AGR_006260,M,45,24,1,,2,3
AGR_006261,M,36,25,2,3,2,
AGR_006262,F,15,24,1,,2,3
AGR_006263,F,39,24,1,,2,3
AGR_006264,M,39,19,2,,2,
AGR_006265,M,51,25,2,6,2,3
AGR_006266,F,46,24,2,,2,4
AGR_006267,F,54,10,2,,2,15
AGR_006268,M,58,22,1,,2,3
AGR_006269,M,7,25,2,4,2,
AGR_006270,M,20,25,1,10,2,
AGR_006271,M,25,25,2,2,2,15
AGR_006272,M,19,25,2,2,2,3
AGR_006273,M,25,25,1,2,2,
AGR_006274,M,43,9,1,,1,15
AGR_006275,F,32,7,2,,2,3
AGR_006276,M,37,22,2,,2,3
AGR_006277,M,36,17,2,,2,2
AGR_006278,F,29,9,1,,2,
AGR_006279,F,33,22,2,,2,3
AGR_006280,M,19,19,2,,2,15
AGR_006281,M,12,4,2,,2,
AGR_006282,M,99,25,1,8,2,
AGR_006283,M,15,24,1,,2,
AGR_006284,SD,0,25,2,2,2,
AGR_006285,M,7,25,2,10,2,
AGR_006286,M,21,22,1,,1,
AGR_006287,M,52,24,1,,2,
AGR_006288,M,19,25,2,8,2,
AGR_006289,M,50,25,2,7,2,
AGR_006290,M,33,24,1,,2,4
AGR_006291,M,61,24,1,,2,
AGR_006292,M,0,25,1,10,2,1
AGR_006293,M,0,25,1,11,2,15
AGR_006294,M,45,23,1,,2,
AGR_006295,M,20,22,1,,2,1
AGR_006296,M,56,22,2,,2,3
AGR_006297,M,83,24,2,,2,
AGR_006298,F,12,24,2,,2,
AGR_006299,M,35,24,1,,2,3
AGR_006300,M,38,21,2,7,2,3
AGR_006301,M,33,25,1,12,2,
AGR_006302,SD,50,25,2,11,2,
AGR_006303,F,38,22,1,,2,3
AGR_006304,M,19,25,2,10,2,
AGR_006305,M,21,22,2,,2,1
AGR_006306,M,39,24,2,,2,15
AGR_006307,F,21,24,2,,2,3
AGR_006308,F,31,22,1,,2,3
AGR_006309,F,11,25,2,10,2,
AGR_006310,M,22,24,1,,2,2
AGR_006311,M,10,25,2,4,2,
AGR_006312,F,32,25,2,7,2,3
AGR_006313,M,25,24,1,,2,15
AGR_006314,M,17,25,2,7,2,
AGR_006315,M,36,23,1,,2,3
AGR_006316,M,15,25,2,2,2,15
AGR_006317,F,63,24,1,,2,3
AGR_006318,M,99,23,2,,2,4
AGR_006319,F,29,25,2,8,2,4
AGR_006320,M,82,24,2,,2,
AGR_006321,M,53,25,2,10,2,
AGR_006322,F,50,25,2,7,2,1
AGR_006323,M,62,24,1,,2,
AGR_006324,M,36,24,2,,2,
AGR_006325,M,50,25,2,10,2,
AGR_006326,M,16,24,1,,2,
AGR_006327,F,39,9,1,,2,
AGR_006328,M,16,25,1,4,2,
AGR_006329,M,19,10,2,,2,
AGR_006330,F,19,22,1,,2,3
AGR_006331,M,47,22,2,,2,15
AGR_006332,M,18,24,1,,2,1
AGR_006333,SD,0,25,2,6,2,3
AGR_006334,M,64,24,2,,2,
AGR_006335,SD,34,25,2,6,2,
AGR_006336,F,22,25,2,2,2,3
AGR_006337,M,12,25,1,4,2,
AGR_006338,M,37,22,1,,2,3
AGR_006339,F,40,24,1,,2,3
AGR_006340,M,29,24,2,,2,1
AGR_006341,M,14,24,1,,1,
AGR_006342,SD,16,21,2,1,2,
AGR_006343,M,12,21,2,2,1,
AGR_006344,M,14,25,1,8,2,
AGR_006345,M,64,14,2,,1,
AGR_006346,F,39,18,2,,2,
AGR_006347,M,11,25,2,7,2,
AGR_006348,F,8,25,2,4,2,15
AGR_006349,M,0,22,1,,2,16
AGR_006350,M,0,25,1,11,2,2
AGR_006351,F,26,21,2,10,2,
AGR_006352,M,36,6,1,,2,3
AGR_006353,F,99,2,1,,2,1
AGR_006354,M,28,5,2,,2,
AGR_006355,M,31,25,1,10,2,
AGR_006356,M,19,23,1,,2,3
AGR_006357,M,30,24,1,,2,
AGR_006358,M,80,22,1,,2,3
AGR_006359,M,42,25,2,10,2,
AGR_006360,SD,0,25,2,8,2,
AGR_006361,M,58,25,1,8,2,
AGR_006362,M,17,22,1,,2,
AGR_006363,F,27,22,1,,2,4
AGR_006364,M,25,22,1,,2,4
AGR_006365,M,40,24,2,,2,3
AGR_006366,M,45,25,2,10,2,
AGR_006367,M,11,24,2,,2,
AGR_006368,M,27,25,2,7,2,3
AGR_006369,M,60,24,2,,2,2
AGR_006370,M,25,25,2,7,2,3
AGR_006371,M,13,25,2,4,2,
AGR_006372,M,19,25,2,7,2,
AGR_006373,M,9,25,2,4,2,
AGR_006374,SD,0,25,2,10,2,3
AGR_006375,M,36,24,1,,2,
AGR_006376,M,23,25,2,10,2,
AGR_006377,SD,0,25,2,,2,
AGR_006378,F,26,25,2,10,2,15
AGR_006379,M,28,22,2,,2,15
AGR_006380,M,14,25,1,3,2,
AGR_006381,F,80,25,1,10,2,
AGR_006382,F,99,24,2,,2,
AGR_006383,F,19,25,2,6,2,
AGR_006384,M,54,25,2,7,2,15
AGR_006385,SD,0,10,1,,2,
AGR_006386,SD,99,25,2,7,2,
AGR_006387,SD,38,25,2,11,2,15
AGR_006388,M,11,25,2,4,2,3
AGR_006389,M,65,25,2,10,2,3
AGR_006390,F,17,25,2,6,2,3
AGR_006391,F,37,10,2,,2,
AGR_006392,M,35,25,2,8,2,3
AGR_006393,M,17,24,1,,2,
AGR_006394,M,39,24,2,,2,3
AGR_006395,M,2,9,2,,2,
AGR_006396,M,30,24,1,,2,15
AGR_006397,M,10,25,2,3,2,3
AGR_006398,M,60,25,2,2,2,
AGR_006399,F,77,25,1,8,2,15
AGR_006400,M,34,23,1,,2,15
AGR_006401,M,27,22,2,,2,2
AGR_006402,M,99,22,1,,2,2
AGR_006403,M,24,24,1,,2,3
AGR_006404,M,22,23,2,,2,4
AGR_006405,F,70,24,2,,2,4
AGR_006406,M,20,25,2,10,2,
AGR_006407,M,34,23,2,,2,3
AGR_006408,M,99,25,2,6,2,2
AGR_006409,M,18,21,1,10,2,15
AGR_006410,M,17,10,2,,2,
AGR_006411,M,40,25,2,,2,
AGR_006412,M,40,23,2,,2,1
AGR_006413,M,35,21,2,6,2,12
AGR_006414,I,0,22,2,,2,15
AGR_006415,M,2,22,2,,,4
AGR_006416,M,84,14,2,,2,
AGR_006417,F,37,10,2,,2,3
AGR_006418,M,20,24,1,,2,
AGR_006419,SD,99,21,2,11,2,
AGR_006420,M,11,21,2,4,2,15
AGR_006421,M,39,25,1,10,2,
AGR_006422,M,30,21,2,8,2,3
AGR_006423,M,27,9,2,,2,15
AGR_006424,F,20,24,2,,2,
AGR_006425,M,48,9,2,,2,3
AGR_006426,F,35,22,1,,2,
AGR_006427,M,18,21,1,11,2,
AGR_006428,M,29,21,2,8,2,
AGR_006429,M,40,25,1,10,2,
AGR_006430,SD,0,25,1,6,2,
AGR_006431,F,39,25,2,7,2,3
AGR_006432,M,45,25,2,8,2,
AGR_006433,SD,5,25,2,10,2,
AGR_006434,M,47,22,1,,2,
AGR_006435,M,23,22,1,,2,1
AGR_006436,M,47,24,1,,2,3
AGR_006437,M,27,22,2,,2,15
AGR_006438,F,99,25,2,6,2,3
AGR_006439,F,54,10,1,,2,
AGR_006440,F,35,25,2,6,2,1
AGR_006441,F,19,25,2,4,2,3
AGR_006442,F,65,22,1,,2,
AGR_006443,M,0,25,2,10,2,14
AGR_006444,F,19,25,2,2,2,3
AGR_006445,M,24,25,2,2,2,1
AGR_006446,M,19,25,2,6,2,4
AGR_006447,F,45,22,1,,2,3
AGR_006448,F,17,25,2,8,2,
AGR_006449,F,30,21,2,10,2,4
AGR_006450,M,24,21,1,10,2,15
AGR_006451,F,15,21,2,4,2,3
AGR_006452,M,29,22,1,,2,
AGR_006453,SD,99,25,2,10,2,15
AGR_006454,M,57,24,2,,2,
AGR_006455,M,80,24,2,,2,
AGR_006456,M,22,25,2,2,2,
AGR_006457,F,99,25,2,4,2,3
AGR_006458,SD,99,24,1,,2,2
AGR_006459,M,17,24,2,,2,2
AGR_006460,M,45,25,2,2,2,
AGR_006461,F,46,25,1,8,2,
AGR_006462,M,52,9,1,,2,1
AGR_006463,M,64,25,2,8,2,
AGR_006464,M,70,25,2,7,2,
AGR_006465,M,43,24,1,,2,
AGR_006466,M,27,25,2,11,2,15
AGR_006467,M,0,23,2,,2,13
AGR_006468,M,65,24,2,,2,
AGR_006469,M,24,22,1,,2,15
AGR_006470,F,24,10,2,,2,
AGR_006471,SD,0,25,2,11,2,
AGR_006472,F,99,22,1,,2,
AGR_006473,M,40,9,2,,2,15
AGR_006474,M,35,22,1,,2,4
AGR_006475,F,40,22,1,,2,3
AGR_006476,F,29,25,2,7,2,3
AGR_006477,M,37,24,2,,2,3
AGR_006478,F,32,25,2,10,2,3
AGR_006479,M,20,25,2,6,2,2
AGR_006480,M,51,22,1,,2,3
AGR_006481,SD,9,25,2,10,2,
AGR_006482,F,39,22,1,,2,
AGR_006483,F,12,24,1,,2,
AGR_006484,M,72,25,2,,2,
AGR_006485,M,36,3,2,,2,3
AGR_006486,M,0,25,2,6,1,4
AGR_006487,F,21,21,2,2,2,
AGR_006488,M,29,23,2,,2,1
AGR_006489,M,52,9,2,,2,3
AGR_006490,F,46,21,2,7,2,2
AGR_006491,F,16,24,1,,2,
AGR_006492,M,99,25,2,6,1,3
AGR_006493,M,0,25,1,,2,3
AGR_006494,M,8,25,2,4,2,
AGR_006495,M,60,25,2,6,2,
AGR_006496,M,25,25,2,10,2,3
AGR_006497,F,30,25,2,7,2,15
AGR_006498,SD,0,12,2,,2,
AGR_006499,M,37,24,1,,2,3
AGR_006500,M,99,25,1,7,1,3
AGR_006501,M,36,22,1,,2,2
AGR_006502,M,39,22,2,,1,3
AGR_006503,M,44,24,2,,2,3
AGR_006504,M,41,24,1,,2,
AGR_006505,F,35,25,2,10,2,1
AGR_006506,M,28,24,2,,2,1
AGR_006507,M,56,24,2,,2,
AGR_006508,F,15,25,2,7,2,
AGR_006509,M,32,9,2,,2,1
AGR_006510,M,50,23,2,,2,3
AGR_006511,M,22,25,2,6,2,3
AGR_006512,M,19,23,2,,2,1
AGR_006513,M,16,22,2,,2,15
AGR_006514,M,19,22,1,,2,3
AGR_006515,M,38,25,2,11,2,
AGR_006516,F,30,9,1,,2,
AGR_006517,M,0,25,2,4,1,
AGR_006518,F,0,10,1,,1,15
AGR_006519,F,0,22,1,,1,15
AGR_006520,M,81,25,2,10,2,
AGR_006521,M,45,24,2,,2,
AGR_006522,F,14,22,1,,2,15
AGR_006523,M,25,23,1,,2,3
AGR_006524,M,31,25,2,6,2,
AGR_006525,M,22,25,2,3,2,1
AGR_006526,M,50,24,2,,2,3
AGR_006527,SD,20,24,1,,2,
AGR_006528,M,49,23,2,,2,1
AGR_006529,M,99,25,2,10,2,1
AGR_006530,M,23,25,2,6,2,3
AGR_006531,F,21,25,2,2,2,15
AGR_006532,M,31,24,1,,2,
AGR_006533,M,99,25,2,6,2,12
AGR_006534,F,21,22,2,,2,3
AGR_006535,F,9,25,2,7,2,
AGR_006536,F,24,24,1,,2,
AGR_006537,M,53,22,1,,2,3
AGR_006538,M,22,22,1,,2,4
AGR_006539,M,27,23,1,,2,15
AGR_006540,M,27,22,2,,2,3
AGR_006541,M,30,24,1,,2,14
AGR_006542,F,21,25,1,11,2,3
AGR_006543,F,17,24,2,,2,15
AGR_006544,M,46,23,2,,2,3
AGR_006545,M,35,22,1,,2,1
AGR_006546,M,33,22,1,,2,1
AGR_006547,SD,0,9,2,,2,
AGR_006548,M,11,25,1,11,2,15
AGR_006549,M,28,24,1,,1,3
AGR_006550,M,26,24,2,,2,1
AGR_006551,M,19,23,2,,2,4
AGR_006552,M,22,24,2,,2,3
AGR_006553,M,35,9,1,,2,1
AGR_006554,SD,35,25,2,7,2,
AGR_006555,M,30,25,2,6,2,15
AGR_006556,M,18,25,1,10,2,
AGR_006557,M,26,24,1,,1,3
AGR_006558,SD,5,21,2,8,2,
AGR_006559,F,0,25,2,8,2,13
AGR_006560,,0,25,2,4,2,
AGR_006561,M,43,6,1,,2,3
AGR_006562,F,28,21,2,6,2,4
AGR_006563,M,48,6,1,,2,3
AGR_006564,M,44,24,1,,2,3
AGR_006565,M,99,25,2,13,2,15
AGR_006566,M,55,25,2,7,2,
AGR_006567,M,17,25,2,6,2,
AGR_006568,M,39,23,2,,2,3
AGR_006569,M,30,21,1,10,2,
AGR_006570,M,60,25,1,10,2,
AGR_006571,M,54,24,2,,2,3
AGR_006572,M,30,25,1,6,2,15
AGR_006573,M,27,25,2,10,2,3
AGR_006574,M,39,24,2,,2,
AGR_006575,,0,25,2,11,2,3
AGR_006576,M,26,24,2,,2,3
AGR_006577,F,34,25,2,3,2,3
AGR_006578,F,27,22,2,,2,15
AGR_006579,M,19,22,2,,2,2
AGR_006580,F,32,24,1,,2,
AGR_006581,M,99,25,1,10,2,3
AGR_006582,M,27,25,2,6,2,
AGR_006583,F,38,22,2,,2,3
AGR_006584,M,20,24,2,,2,15
AGR_006585,M,45,9,2,,2,3
AGR_006586,M,40,25,2,13,2,3
AGR_006587,M,18,24,2,,2,3
AGR_006588,M,44,25,2,10,2,
AGR_006589,M,9,24,2,,2,
AGR_006590,M,42,23,2,,2,3
AGR_006591,M,23,22,1,,2,15
AGR_006592,F,82,25,1,,2,
AGR_006593,M,33,25,2,11,2,3
AGR_006594,M,55,25,1,8,2,
AGR_006595,M,25,21,2,11,2,4
AGR_006596,F,99,23,2,,2,4
AGR_006597,F,99,22,1,,2,15
AGR_006598,M,17,22,2,,2,4
AGR_006599,M,37,23,2,,2,1
AGR_006600,M,47,10,1,,2,3
AGR_006601,F,22,24,1,,2,
AGR_006602,F,37,23,2,,2,3
AGR_006603,M,59,24,1,,2,
AGR_006604,F,23,22,1,,2,4
AGR_006605,F,55,25,2,6,2,3
AGR_006606,F,21,25,2,8,2,4
AGR_006607,M,34,24,2,,2,
AGR_006608,M,27,23,2,,2,15
AGR_006609,M,39,25,2,6,2,3
AGR_006610,F,29,3,1,,2,3
AGR_006611,M,0,23,2,,2,16
AGR_006612,M,19,12,1,,2,3
AGR_006613,F,44,20,2,,2,3
AGR_006614,F,15,21,1,3,2,
AGR_006615,M,29,17,1,,2,3
AGR_006616,F,99,25,2,8,2,3
AGR_006617,M,26,25,2,10,2,
AGR_006618,M,20,25,2,8,2,
AGR_006619,M,41,22,1,,2,3
AGR_006620,M,43,22,1,,2,3
AGR_006621,SD,24,24,2,,2,
AGR_006622,M,17,25,2,2,1,
AGR_006623,F,25,22,1,,2,3
AGR_006624,M,6,9,2,,2,3
AGR_006625,F,2,9,1,,2,3
AGR_006626,M,48,22,2,,2,3
AGR_006627,M,25,24,2,,2,3
AGR_006628,M,25,25,2,2,1,
AGR_006629,M,99,25,2,8,1,
AGR_006630,M,36,25,2,10,2,
AGR_006631,F,45,25,2,7,2,15
AGR_006632,M,12,25,2,2,2,
AGR_006633,M,19,24,2,,2,1
AGR_006634,M,30,25,2,7,2,
AGR_006635,M,70,25,1,2,2,
AGR_006636,M,32,23,1,,2,1
AGR_006637,F,50,25,1,10,2,15
AGR_006638,M,44,25,2,7,2,
AGR_006639,M,26,22,1,,1,1
AGR_006640,M,40,25,2,7,2,15
AGR_006641,M,20,25,2,1,2,
AGR_006642,F,32,24,2,,2,3
AGR_006643,M,26,23,2,,2,4
AGR_006644,F,25,25,2,11,2,14
AGR_006645,F,29,25,2,10,1,15
AGR_006646,SD,0,25,1,10,2,
AGR_006647,SD,30,11,1,,2,
AGR_006648,M,65,21,2,8,2,3
AGR_006649,M,79,21,2,2,2,
AGR_006650,M,35,22,1,,2,
AGR_006651,M,22,22,1,,2,15
AGR_006652,M,49,24,2,,2,3
AGR_006653,F,6,25,2,2,2,
AGR_006654,M,13,25,1,8,2,
AGR_006655,M,76,25,2,7,2,
AGR_006656,M,16,25,2,7,2,3
AGR_006657,F,10,24,2,,2,
AGR_006658,F,19,25,2,10,2,3
AGR_006659,M,20,25,2,6,2,3
AGR_006660,M,24,25,2,6,2,
AGR_006661,F,36,22,1,,2,3
AGR_006662,M,54,22,1,,2,15
AGR_006663,M,30,25,1,10,2,
AGR_006664,F,15,25,2,3,2,
AGR_006665,M,46,21,2,10,2,3
AGR_006666,F,67,11,1,,2,3
AGR_006667,F,19,11,1,,2,
AGR_006668,M,33,21,2,10,2,
AGR_006669,F,19,19,2,,2,15
AGR_006670,M,55,21,2,10,2,
AGR_006671,M,99,21,1,6,2,
AGR_006672,M,42,5,2,,2,1
AGR_006673,M,28,8,2,,2,3
AGR_006674,M,32,23,2,,2,15
AGR_006675,F,27,10,1,,2,3
AGR_006676,M,70,22,1,,2,3
AGR_006677,M,44,15,1,,2,
AGR_006678,M,29,25,2,6,2,
AGR_006679,M,34,25,2,6,2,
AGR_006680,F,48,21,2,10,2,15
AGR_006681,F,9,17,1,,2,15
AGR_006682,M,21,22,1,,1,1
AGR_006683,M,26,25,2,8,2,3
AGR_006684,F,41,10,1,,2,
AGR_006685,F,14,22,2,,2,
AGR_006686,M,16,25,2,10,2,
AGR_006687,M,54,23,2,,2,1
AGR_006688,F,35,22,2,,2,3
AGR_006689,F,5,25,2,10,2,15
AGR_006690,M,6,25,2,4,2,
AGR_006691,F,18,25,2,2,2,3
AGR_006692,M,45,22,1,,2,4
AGR_006693,M,29,25,2,10,2,
AGR_006694,M,79,25,2,10,2,
AGR_006695,M,39,22,1,,2,4
AGR_006696,M,61,22,1,,2,1
AGR_006697,M,28,23,1,,2,3
AGR_006698,F,25,25,1,10,2,
AGR_006699,M,61,23,2,,2,3
AGR_006700,M,29,22,1,,2,1
AGR_006701,M,18,25,2,6,2,15
AGR_006702,F,16,25,2,6,2,4
AGR_006703,M,31,24,2,,2,3
