id_agresor,sexo_agre,edad_agre,r_fam_vic,conv_agre,r_nofiliar,zona_conf,armas
AGR_001962,M,28,,,,2,
AGR_001963,M,19,17,2,,2,
AGR_001964,M,27,22,1,,2,
AGR_001965,F,25,23,2,,2,3
AGR_001966,M,20,9,1,,2,
AGR_001967,M,23,10,1,,2,3
AGR_001968,M,36,9,1,,2,
AGR_001969,M,99,21,1,,2,4
AGR_001970,M,30,5,2,,1,4
AGR_001971,M,24,9,1,,2,15
AGR_001972,M,29,5,2,,2,
AGR_001973,M,12,13,1,,2,
AGR_001974,M,26,6,2,,1,
AGR_001975,M,14,,,4,2,
AGR_001976,M,21,25,2,6,2,
AGR_001977,M,43,23,2,,2,3
AGR_001978,M,27,22,1,,2,15
AGR_001979,M,32,23,2,,2,3
AGR_001980,M,13,25,1,10,2,
AGR_001981,F,6,10,1,,2,
AGR_001982,M,29,24,2,,2,3
AGR_001983,M,28,25,2,2,2,
AGR_001984,M,36,25,2,11,2,3
AGR_001985,M,78,22,1,,2,3
AGR_001986,F,42,25,2,8,2,4
AGR_001987,M,33,25,2,6,2,
AGR_001988,M,40,25,2,11,2,
AGR_001989,F,14,25,2,2,2,15
AGR_001990,M,50,25,1,10,2,
AGR_001991,M,0,25,1,8,2,15
AGR_001992,M,0,25,1,6,2,15
AGR_001993,F,0,24,2,10,2,15
AGR_001994,M,40,23,2,,1,4
AGR_001995,M,31,18,2,,2,3
AGR_001996,M,14,,,2,2,
AGR_001997,F,53,17,2,,2,3
AGR_001998,M,18,18,1,,2,4
AGR_001999,M,35,19,2,,2,3
AGR_002000,M,12,3,2,,2,
AGR_002001,M,10,18,2,,1,
AGR_002002,F,99,1,1,,2,3
AGR_002003,F,30,2,1,,2,3
AGR_002004,M,25,3,1,,2,4
AGR_002005,,0,23,,,2,
AGR_002006,M,36,6,2,,2,15
AGR_002007,M,35,19,2,,2,
AGR_002008,M,24,2,1,,2,2
AGR_002009,M,55,1,1,,2,15
AGR_002010,M,55,25,2,6,2,4
AGR_002011,F,18,25,2,8,2,
AGR_002012,M,34,22,1,,2,1
AGR_002013,M,60,23,2,,2,3
AGR_002014,M,2,24,1,,2,4
AGR_002015,M,44,24,2,,2,
AGR_002016,M,0,22,1,10,2,15
AGR_002017,F,0,22,2,6,2,3
AGR_002018,M,0,24,2,10,2,15
AGR_002019,F,0,22,1,10,2,15
AGR_002020,F,0,22,2,6,2,15
AGR_002021,F,0,22,2,10,2,15
AGR_002022,F,0,25,1,8,2,15
AGR_002023,M,0,22,1,,2,12
AGR_002024,F,0,24,2,6,2,4
AGR_002025,I,0,24,1,,2,15
AGR_002026,F,25,23,,8,2,
AGR_002027,M,14,18,2,,2,
AGR_002028,M,24,6,2,,2,4
AGR_002029,M,26,23,,9,2,
AGR_002030,M,35,9,1,,2,
AGR_002031,F,42,10,1,,2,
AGR_002032,M,12,17,1,,2,
AGR_002033,M,66,9,1,,2,4
AGR_002034,M,24,13,1,,2,
AGR_002035,F,40,10,2,,2,
AGR_002036,M,25,9,1,,2,
AGR_002037,M,17,17,2,,2,
AGR_002038,M,32,6,1,,2,3
AGR_002039,M,36,11,2,,2,3
AGR_002040,F,37,23,,2,2,
AGR_002041,M,29,3,2,,2,3
AGR_002042,M,29,2,2,,2,4
AGR_002043,M,16,23,,2,2,
AGR_002044,M,38,23,,1,2,
AGR_002045,M,99,23,,10,2,
AGR_002046,,40,2,1,,2,3
AGR_002047,,28,13,1,,2,3
AGR_002048,M,44,9,2,,2,
AGR_002049,M,29,23,,6,2,
AGR_002050,M,47,2,1,,2,2
AGR_002051,M,39,1,1,,2,2
AGR_002052,M,31,25,2,8,2,
AGR_002053,M,99,25,2,11,2,3
AGR_002054,F,0,24,2,6,2,15
AGR_002055,F,0,22,1,10,2,4
AGR_002056,M,0,24,2,6,2,15
AGR_002057,M,18,3,2,,2,15
AGR_002058,M,21,23,,2,2,
AGR_002059,M,0,3,2,,2,1
AGR_002060,M,21,3,2,,2,15
AGR_002061,M,40,23,,7,2,
AGR_002062,M,53,14,1,,2,
AGR_002063,M,29,3,2,,2,1
AGR_002064,M,50,6,2,,2,15
AGR_002065,M,31,1,1,,2,15
AGR_002066,F,20,19,2,,1,3
AGR_002067,M,99,22,,,2,
AGR_002068,M,99,11,1,,2,3
AGR_002069,M,54,14,2,,2,
AGR_002070,M,26,9,1,,2,3
AGR_002071,M,60,17,2,,2,
AGR_002072,M,33,,,6,2,
AGR_002073,F,16,10,1,,2,
AGR_002074,M,46,1,1,,2,4
AGR_002075,M,16,3,,,2,
AGR_002076,M,60,14,2,,2,15
AGR_002077,M,28,9,1,,2,
AGR_002078,F,50,10,1,,2,
AGR_002079,M,29,9,2,,2,
AGR_002080,F,31,10,2,,2,
AGR_002081,M,26,17,1,,2,3
AGR_002082,M,50,21,1,,2,
AGR_002083,M,28,13,1,,2,1
AGR_002084,F,10,,,2,2,
AGR_002085,F,20,4,2,,2,4
AGR_002086,M,99,6,2,,2,3
AGR_002087,M,2,23,1,,2,
AGR_002088,F,0,24,1,10,2,15
AGR_002089,M,70,21,1,,2,
AGR_002090,M,10,3,2,,2,
AGR_002091,M,99,7,2,,2,
AGR_002092,M,14,23,,,2,
AGR_002093,,24,9,1,,2,
AGR_002094,,99,22,2,,2,
AGR_002095,M,70,16,2,,2,
AGR_002096,M,20,23,,10,1,
AGR_002097,M,38,21,1,,2,3
AGR_002098,M,99,23,,2,2,
AGR_002099,M,20,5,2,,2,3
AGR_002100,M,0,12,2,,2,
AGR_002101,M,56,23,,10,2,
AGR_002102,M,42,23,,8,2,
AGR_002103,M,24,3,,,2,
AGR_002104,M,34,9,2,,2,
AGR_002105,M,26,15,1,,2,4
AGR_002106,M,43,5,2,,2,15
AGR_002107,M,13,21,2,,2,
AGR_002108,M,56,23,,8,2,
AGR_002109,M,51,1,1,,2,
AGR_002110,M,19,6,2,,1,3
AGR_002111,M,16,17,2,,2,
AGR_002112,M,24,19,1,,2,3
AGR_002113,M,99,23,,8,2,
AGR_002114,M,0,25,2,6,2,13
AGR_002115,F,0,25,2,10,2,1
AGR_002116,,24,2,1,,2,4
AGR_002117,M,50,6,2,,2,3
AGR_002118,M,33,1,2,,2,4
AGR_002119,M,20,23,,2,2,
AGR_002120,M,35,1,1,,2,15
AGR_002121,M,30,11,1,,2,4
AGR_002122,M,34,1,2,,2,3
AGR_002123,M,34,9,2,,2,2
AGR_002124,M,19,2,1,,2,3
AGR_002125,M,31,7,2,,2,15
AGR_002126,M,12,23,,4,2,
AGR_002127,M,47,6,1,,2,4
AGR_002128,M,35,5,2,,2,3
AGR_002129,M,28,13,2,,2,3
AGR_002130,M,67,1,1,,2,3
AGR_002131,M,22,3,1,,2,15
AGR_002132,M,24,15,2,,2,
AGR_002133,M,54,6,2,,2,15
AGR_002134,,20,22,2,,2,
AGR_002135,M,32,2,1,,2,10
AGR_002136,M,0,25,2,1,2,15
AGR_002137,M,60,23,,7,2,
AGR_002138,M,33,9,1,,2,
AGR_002139,M,22,3,1,,2,
AGR_002140,M,30,23,,7,2,
AGR_002141,M,30,1,1,,2,1
AGR_002142,M,28,1,2,,2,4
AGR_002143,M,25,23,,7,2,
AGR_002144,M,46,2,1,,2,3
AGR_002145,M,28,15,1,,2,
AGR_002146,M,34,17,2,,2,
AGR_002147,M,50,2,1,,2,4
AGR_002148,M,20,23,,10,2,
AGR_002149,F,32,22,2,,2,3
AGR_002150,M,74,1,1,,2,
AGR_002151,M,10,23,1,,2,
AGR_002152,M,33,5,2,,2,3
AGR_002153,F,42,10,1,,2,15
AGR_002154,M,57,22,2,,2,
AGR_002155,M,40,15,2,,2,
AGR_002156,M,0,24,1,10,2,15
AGR_002157,F,0,25,1,2,2,3
AGR_002158,M,32,15,1,,2,
AGR_002159,M,14,21,1,,2,
AGR_002160,M,34,13,1,,2,3
AGR_002161,F,50,17,2,,2,3
AGR_002162,M,13,17,1,,2,
AGR_002163,M,36,2,2,,2,2
AGR_002164,M,30,13,2,,2,4
AGR_002165,M,13,23,,2,2,
AGR_002166,M,50,14,,,2,
AGR_002167,M,46,15,2,,2,
AGR_002168,M,18,2,2,,2,15
AGR_002169,M,55,2,1,,2,4
AGR_002170,M,41,1,1,,2,3
AGR_002171,M,35,4,2,,2,3
AGR_002172,M,17,21,1,,2,3
AGR_002173,M,25,2,1,,2,1
AGR_002174,M,26,2,2,,2,2
AGR_002175,F,30,8,2,,2,3
AGR_002176,M,25,5,2,,2,3
AGR_002177,M,70,23,,10,2,
AGR_002178,M,43,9,2,,2,
AGR_002179,M,23,,,,2,
AGR_002180,M,50,23,,7,2,
AGR_002181,,28,17,1,,2,
AGR_002182,F,40,10,1,,2,
AGR_002183,,99,23,,6,2,
AGR_002184,,99,23,,4,2,
AGR_002185,F,2,25,2,10,2,3
AGR_002186,F,2,24,1,,2,4
AGR_002187,M,0,9,2,,2,2
AGR_002188,M,0,22,2,6,2,15
AGR_002189,F,0,25,2,8,2,11
AGR_002190,F,0,22,2,10,2,4
AGR_002191,M,0,22,2,,1,
AGR_002192,M,10,10,2,,2,
AGR_002193,M,40,17,1,,2,3
AGR_002194,M,39,6,2,,2,
AGR_002195,M,27,3,2,,1,1
AGR_002196,F,30,11,1,,1,1
AGR_002197,M,18,23,,8,2,
AGR_002198,M,22,21,2,,2,
AGR_002199,F,50,14,2,,2,
AGR_002200,M,13,,,7,2,
AGR_002201,M,39,18,1,,2,
AGR_002202,M,99,2,1,,2,1
AGR_002203,F,42,14,1,,2,
AGR_002204,M,99,9,1,,2,
AGR_002205,M,23,6,2,,2,3
AGR_002206,M,12,24,2,,2,15
AGR_002207,M,23,23,1,,2,3
AGR_002208,M,70,22,1,,2,
AGR_002209,M,13,24,2,,2,
AGR_002210,M,53,22,2,,2,3
AGR_002211,M,40,22,1,,2,1
AGR_002212,F,0,22,1,10,2,3
AGR_002213,M,99,21,2,,2,3
AGR_002214,M,35,23,,7,2,
AGR_002215,M,15,23,,7,2,
AGR_002216,M,50,13,2,,2,1
AGR_002217,M,35,21,2,,2,2
AGR_002218,M,30,2,2,,2,2
AGR_002219,M,13,23,,8,2,
AGR_002220,M,58,1,1,,2,2
AGR_002221,M,24,5,2,,2,3
AGR_002222,M,30,9,2,,1,
AGR_002223,M,33,2,2,,2,15
AGR_002224,M,50,21,2,,2,4
AGR_002225,M,20,,,2,2,
AGR_002226,M,42,7,2,,1,
AGR_002227,M,47,1,1,,1,13
AGR_002228,M,54,5,2,,2,3
AGR_002229,M,14,17,2,,2,
AGR_002230,M,33,6,2,,2,
AGR_002231,M,99,24,1,,2,
AGR_002232,F,38,25,2,2,2,
AGR_002233,M,21,10,1,,2,
AGR_002234,M,23,25,2,10,2,3
AGR_002235,M,99,25,2,6,2,11
AGR_002236,M,21,22,1,,2,3
AGR_002237,M,53,24,2,,2,
AGR_002238,M,30,23,,8,2,
AGR_002239,M,16,11,1,,2,15
AGR_002240,M,25,19,2,,2,
AGR_002241,M,26,5,2,,2,3
AGR_002242,M,52,14,1,,2,
AGR_002243,F,25,10,1,,2,
AGR_002244,M,36,19,2,,2,
AGR_002245,M,37,2,1,,2,4
AGR_002246,F,30,13,1,,2,
AGR_002247,M,64,22,2,,2,
AGR_002248,F,36,5,2,,2,1
AGR_002249,M,12,21,2,,2,
AGR_002250,M,40,1,2,,2,3
AGR_002251,F,60,14,2,,2,
AGR_002252,M,20,13,2,,2,3
AGR_002253,M,61,9,1,,2,3
AGR_002254,M,29,7,2,,2,3
AGR_002255,M,14,23,,8,2,
AGR_002256,F,44,10,1,,2,
AGR_002257,M,60,15,1,,2,
AGR_002258,M,17,23,,,2,
AGR_002259,F,33,10,2,,2,3
AGR_002260,M,11,22,2,,2,
AGR_002261,M,68,14,2,,2,
AGR_002262,M,46,1,1,,2,3
AGR_002263,M,15,23,,2,2,
AGR_002264,M,17,2,1,,2,
AGR_002265,M,20,23,,6,2,
AGR_002266,,0,25,2,8,2,
AGR_002267,M,24,23,2,,2,3
AGR_002268,F,99,25,2,6,2,
AGR_002269,F,28,25,2,8,2,4
AGR_002270,M,48,9,2,,2,
AGR_002271,M,0,23,1,,2,2
AGR_002272,M,20,6,2,,2,3
AGR_002273,M,14,23,,7,2,
AGR_002274,,29,10,1,,2,3
AGR_002275,,99,23,,9,2,
AGR_002276,M,13,23,,10,2,
AGR_002277,M,22,1,1,,2,15
AGR_002278,M,14,18,1,,2,
AGR_002279,M,99,23,,7,2,
AGR_002280,M,27,2,1,,2,4
AGR_002281,F,53,17,1,,2,
AGR_002282,M,50,9,1,,2,
AGR_002283,F,29,2,1,,2,3
AGR_002284,M,41,23,,,2,
AGR_002285,M,99,11,1,,2,
AGR_002286,M,25,10,1,,2,15
AGR_002287,M,35,15,1,,2,3
AGR_002288,M,17,18,1,,2,
AGR_002289,M,26,1,1,,2,
AGR_002290,M,14,22,1,,2,
AGR_002291,F,27,22,1,,2,
AGR_002292,M,20,6,2,,2,1
AGR_002293,F,50,18,2,,2,3
AGR_002294,F,0,22,2,,2,15
AGR_002295,M,0,10,2,,2,1
AGR_002296,M,45,8,2,,2,
AGR_002297,M,35,23,,8,2,
AGR_002298,M,43,21,2,,2,
AGR_002299,M,32,2,2,,2,3
AGR_002300,M,24,21,1,,2,3
AGR_002301,M,25,1,1,,2,
AGR_002302,M,22,23,,,2,
AGR_002303,M,37,4,2,,2,
AGR_002304,M,21,2,2,,2,3
AGR_002305,M,37,23,,7,2,
AGR_002306,M,36,17,2,,2,
AGR_002307,M,23,19,,,2,
AGR_002308,F,10,15,1,,2,
AGR_002309,M,27,11,1,,2,3
AGR_002310,M,27,21,1,,2,4
AGR_002311,F,54,11,1,,2,3
AGR_002312,M,19,23,,7,2,
AGR_002313,M,19,22,2,,2,
AGR_002314,M,25,23,,8,2,
AGR_002315,M,45,9,1,,2,15
AGR_002316,M,11,23,,2,2,
AGR_002317,F,0,22,2,6,2,4
AGR_002318,F,2,24,2,,2,4
AGR_002319,M,0,10,1,,2,4
AGR_002320,M,30,23,,6,2,
AGR_002321,M,29,11,2,,2,3
AGR_002322,M,44,2,1,,2,3
AGR_002323,M,99,11,1,,1,
AGR_002324,M,45,21,2,,2,
AGR_002325,M,99,7,2,,2,3
AGR_002326,M,31,2,1,,2,4
AGR_002327,M,21,23,,8,2,
AGR_002328,M,99,6,2,,2,
AGR_002329,M,32,1,1,,2,15
AGR_002330,M,26,13,1,,2,15
AGR_002331,M,46,1,1,,2,13
AGR_002332,M,23,3,2,,1,3
AGR_002333,M,24,6,1,,2,2
AGR_002334,M,36,15,1,,2,
AGR_002335,F,20,10,1,,2,3
AGR_002336,M,38,23,,8,2,
AGR_002337,M,20,23,,7,2,
AGR_002338,M,23,17,1,,2,3
AGR_002339,M,26,22,2,,2,
AGR_002340,M,47,8,1,,2,3
AGR_002341,M,49,21,2,,2,
AGR_002342,M,50,2,2,,2,15
AGR_002343,F,0,25,2,2,2,15
AGR_002344,M,0,9,1,,2,2
AGR_002345,F,0,24,1,,1,15
AGR_002346,M,0,18,2,,2,
AGR_002347,,39,10,1,,2,3
AGR_002348,M,19,2,1,,2,
AGR_002349,M,28,11,2,,2,3
AGR_002350,M,40,23,,9,2,
AGR_002351,,0,22,2,,1,
AGR_002352,,0,22,1,,2,
AGR_002353,M,30,19,1,,2,
AGR_002354,,0,23,,10,2,
AGR_002355,M,48,9,1,,2,15
AGR_002356,M,20,13,1,,2,
AGR_002357,M,61,1,1,,2,3
AGR_002358,F,14,10,1,,2,15
AGR_002359,M,16,21,2,,2,
AGR_002360,M,42,9,1,,2,15
AGR_002361,M,35,18,2,,2,
AGR_002362,M,49,9,1,,2,
AGR_002363,M,30,23,,1,2,
AGR_002364,M,0,3,2,,2,3
AGR_002365,M,34,8,2,,2,
AGR_002366,F,13,23,,7,2,
AGR_002367,M,46,7,2,,2,
AGR_002368,M,23,23,,7,2,
AGR_002369,M,20,9,1,,2,1
AGR_002370,M,20,12,2,,2,3
AGR_002371,M,24,3,2,,2,3
AGR_002372,M,0,24,1,10,2,4
AGR_002373,F,25,2,1,,2,3
AGR_002374,M,23,2,2,,2,3
AGR_002375,M,90,22,2,,2,
AGR_002376,F,35,21,2,,2,3
AGR_002377,M,0,23,,10,2,
AGR_002378,M,48,13,2,,2,15
AGR_002379,M,25,8,2,,2,
AGR_002380,M,33,10,2,,2,3
AGR_002381,M,28,6,2,,2,3
AGR_002382,M,40,23,,2,2,
AGR_002383,M,17,3,2,,2,4
AGR_002384,M,17,17,2,,1,
AGR_002385,F,18,22,1,,2,
AGR_002386,F,30,21,2,,2,3
AGR_002387,M,45,1,2,,2,12
AGR_002388,M,43,15,1,,2,
AGR_002389,M,48,23,,6,2,
AGR_002390,M,33,15,1,,2,3
AGR_002391,F,18,23,,8,2,
AGR_002392,M,50,23,,8,2,
AGR_002393,M,11,11,1,,2,4
AGR_002394,M,0,24,2,10,2,3
AGR_002395,M,0,25,2,11,2,15
AGR_002396,M,0,23,,9,2,
AGR_002397,,37,1,1,,2,3
AGR_002398,M,44,9,,,2,15
AGR_002399,M,22,1,1,,2,2
AGR_002400,M,57,21,1,,2,
AGR_002401,F,29,1,1,,2,4
AGR_002402,M,60,21,1,,2,
AGR_002403,F,50,20,2,,2,3
AGR_002404,M,30,6,2,,2,1
AGR_002405,M,20,2,2,,2,4
AGR_002406,M,32,5,2,,2,
AGR_002407,M,30,2,2,,2,10
AGR_002408,M,25,23,,6,2,3
AGR_002409,M,36,2,1,,2,15
AGR_002410,F,20,21,2,,2,
AGR_002411,M,32,2,1,,2,
AGR_002412,M,35,23,,10,2,
AGR_002413,M,24,17,2,,2,3
AGR_002414,M,50,21,,,2,
AGR_002415,M,40,1,1,,2,4
AGR_002416,M,37,6,1,,2,3
AGR_002417,M,84,20,1,,2,4
AGR_002418,M,20,23,,1,2,
AGR_002419,M,18,19,2,,2,
AGR_002420,M,54,22,1,,2,3
AGR_002421,M,45,23,,10,2,
AGR_002422,M,56,23,,7,2,
AGR_002423,F,38,10,1,,2,
AGR_002424,F,49,1,1,,2,3
AGR_002425,M,26,1,1,,2,1
AGR_002426,M,18,19,2,,2,3
AGR_002427,M,38,1,1,,2,2
AGR_002428,,30,2,2,,2,3
AGR_002429,M,45,21,1,,2,
AGR_002430,M,68,14,1,,2,
AGR_002431,M,29,2,1,,2,1
AGR_002432,M,45,20,2,,2,3
AGR_002433,M,21,2,1,,2,3
AGR_002434,F,23,10,1,,2,15
AGR_002435,M,51,2,1,,2,3
AGR_002436,F,13,2,2,,2,
AGR_002437,F,40,16,2,,2,3
AGR_002438,M,65,23,,8,2,
AGR_002439,F,39,19,2,,2,3
AGR_002440,M,18,23,2,,1,
AGR_002441,M,51,23,,1,2,
AGR_002442,F,27,1,1,,2,4
AGR_002443,F,65,14,1,,2,
AGR_002444,M,68,22,2,,2,
AGR_002445,M,0,22,2,10,2,15
AGR_002446,F,0,25,1,1,1,1
AGR_002447,M,99,25,1,8,2,3
AGR_002448,M,17,25,2,2,2,
AGR_002449,M,46,22,1,,2,3
AGR_002450,M,16,25,2,8,2,
AGR_002451,M,35,22,1,,2,3
AGR_002452,F,40,24,2,,2,3
AGR_002453,M,10,25,2,7,2,
AGR_002454,SD,99,25,2,6,2,3
AGR_002455,M,54,9,1,,2,3
AGR_002456,M,30,25,2,11,2,
AGR_002457,M,31,25,2,10,2,4
AGR_002458,F,45,25,2,3,2,4
AGR_002459,M,39,23,1,,2,3
AGR_002460,M,36,6,1,,2,
AGR_002461,M,27,22,2,,1,
AGR_002462,F,26,9,1,,2,15
AGR_002463,M,40,16,2,,2,
AGR_002464,M,22,23,,2,2,
AGR_002465,M,63,1,1,,2,4
AGR_002466,F,55,20,2,,2,3
AGR_002467,F,32,1,1,,2,3
AGR_002468,F,37,5,2,,2,3
AGR_002469,F,21,18,2,,2,3
AGR_002470,M,16,13,1,,2,3
AGR_002471,F,50,10,1,,2,3
AGR_002472,M,11,23,,1,2,
AGR_002473,F,21,4,2,,2,3
AGR_002474,M,48,23,,7,2,
AGR_002475,M,99,21,2,,2,2
AGR_002476,M,19,11,2,,2,3
AGR_002477,F,37,1,1,,2,3
AGR_002478,M,13,13,1,,2,
AGR_002479,F,0,25,2,6,2,11
AGR_002480,F,15,24,1,,2,
AGR_002481,F,44,10,1,,2,3
AGR_002482,M,54,25,2,2,2,
AGR_002483,M,26,21,2,,2,
AGR_002484,M,25,6,2,,2,4
AGR_002485,M,40,6,1,,2,3
AGR_002486,M,57,9,2,,2,15
AGR_002487,F,32,2,1,,2,3
AGR_002488,F,26,5,2,,2,3
AGR_002489,M,49,13,2,,2,15
AGR_002490,M,99,9,1,,2,3
AGR_002491,M,33,13,2,,2,3
AGR_002492,F,11,21,1,,2,
AGR_002493,M,0,15,1,,2,
AGR_002494,M,37,22,2,,2,
AGR_002495,M,99,22,2,,1,
AGR_002496,M,45,17,2,,1,3
AGR_002497,F,24,2,1,,2,3
AGR_002498,M,32,6,2,,2,3
AGR_002499,F,34,10,1,,2,
AGR_002500,M,49,13,2,,2,3
AGR_002501,M,42,6,2,,2,15
AGR_002502,F,19,21,1,,2,4
AGR_002503,M,17,7,2,,2,
AGR_002504,M,34,21,2,,2,
AGR_002505,F,27,21,1,,2,3
AGR_002506,M,35,23,,6,2,
AGR_002507,M,28,9,1,,2,15
AGR_002508,F,0,24,2,10,2,4
AGR_002509,F,35,10,1,,2,
AGR_002510,M,26,24,1,,2,
AGR_002511,M,38,22,1,,2,15
AGR_002512,F,8,24,2,,2,
AGR_002513,M,20,24,1,,2,4
AGR_002514,F,14,13,1,,2,4
AGR_002515,F,14,11,1,,2,2
AGR_002516,M,30,23,,,2,
AGR_002517,M,12,10,1,,2,15
AGR_002518,M,58,1,2,,2,3
AGR_002519,M,38,1,2,,2,1
AGR_002520,F,25,2,1,,1,3
AGR_002521,M,45,23,,6,2,
AGR_002522,M,0,2,1,,2,3
AGR_002523,M,29,15,1,,2,4
AGR_002524,M,18,8,1,,2,3
AGR_002525,M,47,9,1,,2,
AGR_002526,M,34,2,2,,2,
AGR_002527,M,0,1,1,,2,
AGR_002528,M,21,11,1,,2,3
AGR_002529,M,37,9,1,,2,
AGR_002530,,30,11,1,,2,3
AGR_002531,M,40,19,2,,2,
AGR_002532,M,19,7,2,,2,
AGR_002533,M,23,21,2,,2,2
AGR_002534,M,14,13,1,,2,3
AGR_002535,M,33,17,2,,2,
AGR_002536,F,38,21,2,,2,4
AGR_002537,M,62,12,2,,2,
AGR_002538,F,30,10,2,,2,
AGR_002539,M,40,21,,8,2,
AGR_002540,M,22,6,2,,2,1
AGR_002541,M,50,20,2,,2,3
AGR_002542,M,21,21,2,,2,3
AGR_002543,M,27,11,1,,2,1
AGR_002544,M,15,7,2,,2,
AGR_002545,M,26,1,1,,2,15
AGR_002546,M,56,15,1,,2,
AGR_002547,M,99,6,1,,2,3
AGR_002548,M,17,17,1,,2,
AGR_002549,M,35,21,1,,2,3
AGR_002550,M,19,13,1,,2,4
AGR_002551,M,20,16,2,,2,
AGR_002552,M,16,18,1,,2,3
AGR_002553,M,55,9,1,,2,3
AGR_002554,M,14,13,1,,2,2
AGR_002555,M,15,23,,4,2,
AGR_002556,M,34,6,2,,2,3
AGR_002557,,23,2,1,,2,15
AGR_002558,M,42,10,1,,2,
AGR_002559,M,27,23,,2,2,
AGR_002560,F,15,10,1,,2,
AGR_002561,,53,22,2,,2,
AGR_002562,M,21,7,2,,2,3
AGR_002563,M,25,11,2,,2,3
AGR_002564,,35,2,1,,2,4
AGR_002565,F,25,21,1,,2,4
AGR_002566,M,21,7,2,,2,
AGR_002567,M,54,2,2,,2,15
AGR_002568,F,11,23,,10,2,
AGR_002569,F,99,1,1,,2,15
AGR_002570,M,55,21,2,,2,
AGR_002571,M,35,2,1,,2,
AGR_002572,M,32,1,1,,2,4
AGR_002573,F,35,10,1,,2,2
AGR_002574,F,0,25,2,7,2,14
AGR_002575,F,0,9,1,,2,15
AGR_002576,M,0,9,2,,1,15
AGR_002577,M,31,23,2,,2,
AGR_002578,M,52,2,1,,2,3
AGR_002579,M,38,19,2,,2,
AGR_002580,M,30,2,2,,2,
AGR_002581,F,33,10,2,,2,4
AGR_002582,M,19,5,2,,2,4
AGR_002583,M,25,23,,6,2,
AGR_002584,M,15,15,1,,2,
AGR_002585,M,56,22,2,,2,
AGR_002586,M,34,15,1,,2,
AGR_002587,M,17,23,,2,2,
AGR_002588,M,10,23,,1,2,
AGR_002589,M,38,2,1,,2,4
AGR_002590,,31,7,2,,2,3
AGR_002591,F,35,2,1,,2,4
AGR_002592,M,34,23,,8,2,
AGR_002593,F,20,2,1,,2,4
AGR_002594,M,40,2,2,,2,15
AGR_002595,M,62,14,2,,2,
AGR_002596,M,37,23,,4,2,
AGR_002597,M,40,1,,,2,3
AGR_002598,M,28,10,1,,2,4
AGR_002599,M,18,9,1,,2,
AGR_002600,M,22,23,,7,2,
AGR_002601,M,99,23,,9,2,
AGR_002602,M,38,14,2,,2,
AGR_002603,M,50,,,9,2,
AGR_002604,,49,1,1,,2,3
AGR_002605,F,99,10,2,,2,
AGR_002606,M,19,2,1,,2,2
AGR_002607,M,49,1,1,,2,
AGR_002608,M,38,7,2,,2,15
AGR_002609,M,65,1,1,,2,4
AGR_002610,F,33,1,1,,2,10
AGR_002611,M,17,23,,4,2,
AGR_002612,M,31,5,2,,2,15
AGR_002613,F,42,14,2,,2,
AGR_002614,M,37,15,1,,2,
AGR_002615,,56,1,1,,2,15
AGR_002616,M,0,25,2,8,2,1
AGR_002617,F,0,25,2,7,2,15
AGR_002618,F,0,25,2,8,2,1
AGR_002619,M,40,7,2,,2,3
AGR_002620,M,56,13,1,,2,3
AGR_002621,M,14,,,,2,
AGR_002622,M,20,,,,1,
AGR_002623,M,34,23,2,,2,
AGR_002624,F,30,22,,,2,
AGR_002625,M,11,3,2,,2,
AGR_002626,F,10,23,,4,2,
AGR_002627,M,30,1,2,,2,15
AGR_002628,M,23,17,2,,2,
AGR_002629,M,40,6,2,,2,3
AGR_002630,M,27,3,2,,2,1
AGR_002631,F,0,24,2,6,2,3
AGR_002632,M,99,25,2,7,2,
AGR_002633,F,0,23,2,,1,
AGR_002634,F,12,22,2,,2,
AGR_002635,M,40,,,,1,
AGR_002636,F,13,3,,,2,
AGR_002637,M,99,23,,6,2,
AGR_002638,F,59,1,1,,2,4
AGR_002639,M,70,22,2,,2,
AGR_002640,,14,17,2,,2,
AGR_002641,M,49,15,1,,2,
AGR_002642,M,32,21,1,,2,
AGR_002643,M,0,23,,7,2,
AGR_002644,M,41,23,,10,2,
AGR_002645,,0,10,1,,2,3
AGR_002646,M,63,23,,7,2,
AGR_002647,M,16,18,1,,2,
AGR_002648,M,26,6,2,,2,2
AGR_002649,F,15,18,2,,2,
AGR_002650,,27,2,1,,2,3
AGR_002651,M,0,25,1,13,2,15
AGR_002652,M,2,23,2,,2,4
AGR_002653,M,58,22,2,,2,
AGR_002654,M,30,25,2,6,2,3
AGR_002655,M,24,22,2,,2,2
AGR_002656,M,47,1,1,,2,3
AGR_002657,,40,17,1,,2,
AGR_002658,F,99,7,1,,2,3
AGR_002659,F,0,2,1,,2,3
AGR_002660,,38,17,2,,2,
AGR_002661,,10,18,2,,2,
AGR_002662,F,18,23,,3,2,
AGR_002663,M,39,3,2,,2,4
AGR_002664,F,12,7,2,,2,
AGR_002665,M,20,1,1,,2,3
AGR_002666,M,20,9,1,,2,3
AGR_002667,M,13,22,2,,2,
AGR_002668,F,28,10,1,,2,2
AGR_002669,M,62,21,2,,2,
AGR_002670,M,50,1,1,,2,1
AGR_002671,M,39,5,2,,2,3
AGR_002672,M,28,23,,8,2,
AGR_002673,M,63,1,1,,2,3
AGR_002674,M,37,5,1,,2,15
AGR_002675,M,26,11,2,,2,3
