id_tiempo,fecha,anio_hecho,mes_num,nombre_mes,trimestre,semana_epi,anio_epi,periodo_epid,mes_caso
TIME_002274,2017-07-02,2017,7,JULIO,3,27,2017,7,7
TIME_002275,2017-07-03,2017,7,JULIO,3,27,2017,7,7
TIME_002276,2017-07-04,2017,7,JULIO,3,27,2017,7,7
TIME_002277,2017-07-05,2017,7,JULIO,3,27,2017,7,7
TIME_002278,2017-07-06,2017,7,JULIO,3,27,2017,7,7
TIME_002279,2017-07-07,2017,7,JULIO,3,27,2017,7,7
TIME_002280,2017-07-08,2017,7,JULIO,3,27,2017,7,7
TIME_002281,2017-07-09,2017,7,JULIO,3,28,2017,7,7
TIME_002282,2017-07-10,2017,7,JULIO,3,28,2017,7,7
TIME_002283,2017-07-11,2017,7,JULIO,3,28,2017,7,7
TIME_002284,2017-07-12,2017,7,JULIO,3,28,2017,7,7
TIME_002285,2017-07-13,2017,7,JULIO,3,28,2017,7,7
TIME_002286,2017-07-14,2017,7,JULIO,3,28,2017,7,7
TIME_002287,2017-07-15,2017,7,JULIO,3,28,2017,7,9
TIME_002288,2017-07-16,2017,7,JULIO,3,29,2017,8,7
TIME_002289,2017-07-17,2017,7,JULIO,3,29,2017,8,7
TIME_002290,2017-07-18,2017,7,JULIO,3,29,2017,8,7
TIME_002291,2017-07-19,2017,7,JULIO,3,29,2017,8,7
TIME_002292,2017-07-20,2017,7,JULIO,3,29,2017,8,9
TIME_002293,2017-07-21,2017,7,JULIO,3,29,2017,8,7
TIME_002294,2017-07-22,2017,7,JULIO,3,29,2017,8,7
TIME_002295,2017-07-23,2017,7,JULIO,3,30,2017,8,7
TIME_002296,2017-07-24,2017,7,JULIO,3,30,2017,8,7
TIME_002297,2017-07-25,2017,7,JULIO,3,30,2017,8,8
TIME_002298,2017-07-26,2017,7,JULIO,3,30,2017,8,11
TIME_002299,2017-07-27,2017,7,JULIO,3,30,2017,8,8
TIME_002300,2017-07-28,2017,7,JULIO,3,30,2017,8,8
TIME_002301,2017-07-29,2017,7,JULIO,3,30,2017,8,8
TIME_002302,2017-07-30,2017,7,JULIO,3,31,2017,8,8
TIME_002303,2017-07-31,2017,7,JULIO,3,31,2017,8,8
TIME_002304,2017-08-01,2017,8,AGOSTO,3,31,2017,8,8
TIME_002305,2017-08-02,2017,8,AGOSTO,3,31,2017,8,8
TIME_002306,2017-08-03,2017,8,AGOSTO,3,31,2017,8,8
TIME_002307,2017-08-04,2017,8,AGOSTO,3,31,2017,8,8
TIME_002308,2017-08-05,2017,8,AGOSTO,3,31,2017,8,8
TIME_002309,2017-08-06,2017,8,AGOSTO,3,32,2017,8,8
TIME_002310,2017-08-07,2017,8,AGOSTO,3,32,2017,8,8
TIME_002311,2017-08-08,2017,8,AGOSTO,3,32,2017,8,8
TIME_002312,2017-08-09,2017,8,AGOSTO,3,32,2017,8,8
TIME_002313,2017-08-10,2017,8,AGOSTO,3,32,2017,8,9
TIME_002314,2017-08-11,2017,8,AGOSTO,3,32,2017,8,8
TIME_002315,2017-08-12,2017,8,AGOSTO,3,32,2017,8,8
TIME_002316,2017-08-13,2017,8,AGOSTO,3,33,2017,9,8
TIME_002317,2017-08-14,2017,8,AGOSTO,3,33,2017,9,8
TIME_002318,2017-08-15,2017,8,AGOSTO,3,33,2017,9,8
TIME_002319,2017-08-16,2017,8,AGOSTO,3,33,2017,9,8
TIME_002320,2017-08-17,2017,8,AGOSTO,3,33,2017,9,8
TIME_002321,2017-08-18,2017,8,AGOSTO,3,33,2017,9,8
TIME_002322,2017-08-19,2017,8,AGOSTO,3,33,2017,9,10
TIME_002323,2017-08-20,2017,8,AGOSTO,3,34,2017,9,8
TIME_002324,2017-08-21,2017,8,AGOSTO,3,34,2017,9,8
TIME_002325,2017-08-22,2017,8,AGOSTO,3,34,2017,9,8
TIME_002326,2017-08-23,2017,8,AGOSTO,3,34,2017,9,8
TIME_002327,2017-08-24,2017,8,AGOSTO,3,34,2017,9,9
TIME_002328,2017-08-25,2017,8,AGOSTO,3,34,2017,9,9
TIME_002329,2017-08-26,2017,8,AGOSTO,3,34,2017,9,10
TIME_002330,2017-08-27,2017,8,AGOSTO,3,35,2017,9,9
TIME_002331,2017-08-28,2017,8,AGOSTO,3,35,2017,9,9
TIME_002332,2017-08-29,2017,8,AGOSTO,3,35,2017,9,8
TIME_002333,2017-08-30,2017,8,AGOSTO,3,35,2017,9,8
TIME_002334,2017-08-31,2017,8,AGOSTO,3,35,2017,9,8
TIME_002335,2017-09-01,2017,9,SEPTIEMBRE,3,35,2017,9,10
TIME_002336,2017-09-02,2017,9,SEPTIEMBRE,3,35,2017,9,9
TIME_002337,2017-09-03,2017,9,SEPTIEMBRE,3,36,2017,9,10
TIME_002338,2017-09-04,2017,9,SEPTIEMBRE,3,36,2017,9,9
TIME_002339,2017-09-05,2017,9,SEPTIEMBRE,3,36,2017,9,9
TIME_002340,2017-09-06,2017,9,SEPTIEMBRE,3,36,2017,9,9
TIME_002341,2017-09-07,2017,9,SEPTIEMBRE,3,36,2017,9,9
TIME_002342,2017-09-08,2017,9,SEPTIEMBRE,3,36,2017,9,9
TIME_002343,2017-09-09,2017,9,SEPTIEMBRE,3,36,2017,9,9
TIME_002344,2017-09-10,2017,9,SEPTIEMBRE,3,37,2017,10,9
TIME_002345,2017-09-11,2017,9,SEPTIEMBRE,3,37,2017,10,10
TIME_002346,2017-09-12,2017,9,SEPTIEMBRE,3,37,2017,10,9
TIME_002347,2017-09-13,2017,9,SEPTIEMBRE,3,37,2017,10,9
TIME_002348,2017-09-14,2017,9,SEPTIEMBRE,3,37,2017,10,9
TIME_002349,2017-09-15,2017,9,SEPTIEMBRE,3,37,2017,10,9
TIME_002350,2017-09-16,2017,9,SEPTIEMBRE,3,37,2017,10,9
TIME_002351,2017-09-17,2017,9,SEPTIEMBRE,3,38,2017,10,9
TIME_002352,2017-09-18,2017,9,SEPTIEMBRE,3,38,2017,10,9
TIME_002353,2017-09-19,2017,9,SEPTIEMBRE,3,38,2017,10,9
TIME_002354,2017-09-20,2017,9,SEPTIEMBRE,3,38,2017,10,9
TIME_002355,2017-09-21,2017,9,SEPTIEMBRE,3,38,2017,10,9
TIME_002356,2017-09-22,2017,9,SEPTIEMBRE,3,38,2017,10,9
TIME_002357,2017-09-23,2017,9,SEPTIEMBRE,3,38,2017,10,10
TIME_002358,2017-09-24,2017,9,SEPTIEMBRE,3,39,2017,10,9
TIME_002359,2017-09-25,2017,9,SEPTIEMBRE,3,39,2017,10,9
TIME_002360,2017-09-26,2017,9,SEPTIEMBRE,3,39,2017,10,10
TIME_002361,2017-09-27,2017,9,SEPTIEMBRE,3,39,2017,10,9
TIME_002362,2017-09-28,2017,9,SEPTIEMBRE,3,39,2017,10,9
TIME_002363,2017-09-29,2017,9,SEPTIEMBRE,3,39,2017,10,9
TIME_002364,2017-09-30,2017,9,SEPTIEMBRE,3,39,2017,10,9
TIME_002365,2017-10-01,2017,10,OCTUBRE,4,40,2017,10,10
TIME_002366,2017-10-02,2017,10,OCTUBRE,4,40,2017,10,10
TIME_002367,2017-10-03,2017,10,OCTUBRE,4,40,2017,10,10
TIME_002368,2017-10-04,2017,10,OCTUBRE,4,40,2017,10,11
TIME_002369,2017-10-05,2017,10,OCTUBRE,4,40,2017,10,10
TIME_002370,2017-10-06,2017,10,OCTUBRE,4,40,2017,10,10
TIME_002371,2017-10-07,2017,10,OCTUBRE,4,40,2017,10,10
TIME_002372,2017-10-08,2017,10,OCTUBRE,4,41,2017,11,10
TIME_002373,2017-10-09,2017,10,OCTUBRE,4,41,2017,11,10
TIME_002374,2017-10-10,2017,10,OCTUBRE,4,41,2017,11,11
TIME_002375,2017-10-11,2017,10,OCTUBRE,4,41,2017,11,10
TIME_002376,2017-10-12,2017,10,OCTUBRE,4,41,2017,11,10
TIME_002377,2017-10-13,2017,10,OCTUBRE,4,41,2017,11,10
TIME_002378,2017-10-14,2017,10,OCTUBRE,4,41,2017,11,10
TIME_002379,2017-10-15,2017,10,OCTUBRE,4,42,2017,11,11
TIME_002380,2017-10-16,2017,10,OCTUBRE,4,42,2017,11,10
TIME_002381,2017-10-17,2017,10,OCTUBRE,4,42,2017,11,10
TIME_002382,2017-10-18,2017,10,OCTUBRE,4,42,2017,11,10
TIME_002383,2017-10-19,2017,10,OCTUBRE,4,42,2017,11,10
TIME_002384,2017-10-20,2017,10,OCTUBRE,4,42,2017,11,10
TIME_002385,2017-10-21,2017,10,OCTUBRE,4,42,2017,11,10
TIME_002386,2017-10-22,2017,10,OCTUBRE,4,43,2017,11,10
TIME_002387,2017-10-23,2017,10,OCTUBRE,4,43,2017,11,10
TIME_002388,2017-10-24,2017,10,OCTUBRE,4,43,2017,11,10
TIME_002389,2017-10-25,2017,10,OCTUBRE,4,43,2017,11,10
TIME_002390,2017-10-26,2017,10,OCTUBRE,4,43,2017,11,10
TIME_002391,2017-10-27,2017,10,OCTUBRE,4,43,2017,11,10
TIME_002392,2017-10-28,2017,10,OCTUBRE,4,43,2017,11,10
TIME_002393,2017-10-29,2017,10,OCTUBRE,4,44,2017,11,10
TIME_002394,2017-10-30,2017,10,OCTUBRE,4,44,2017,11,10
TIME_002395,2017-10-31,2017,10,OCTUBRE,4,44,2017,11,10
TIME_002396,2017-11-01,2017,11,NOVIEMBRE,4,44,2017,11,11
TIME_002397,2017-11-02,2017,11,NOVIEMBRE,4,44,2017,11,11
TIME_002398,2017-11-03,2017,11,NOVIEMBRE,4,44,2017,11,11
TIME_002399,2017-11-04,2017,11,NOVIEMBRE,4,44,2017,11,12
TIME_002400,2017-11-05,2017,11,NOVIEMBRE,4,45,2017,12,11
TIME_002401,2017-11-06,2017,11,NOVIEMBRE,4,45,2017,12,11
TIME_002402,2017-11-07,2017,11,NOVIEMBRE,4,45,2017,12,11
TIME_002403,2017-11-08,2017,11,NOVIEMBRE,4,45,2017,12,11
TIME_002404,2017-11-09,2017,11,NOVIEMBRE,4,45,2017,12,11
TIME_002405,2017-11-10,2017,11,NOVIEMBRE,4,19,2019,5,5
TIME_002406,2017-11-11,2017,11,NOVIEMBRE,4,45,2017,12,12
TIME_002407,2017-11-12,2017,11,NOVIEMBRE,4,46,2017,12,11
TIME_002408,2017-11-13,2017,11,NOVIEMBRE,4,46,2017,12,11
TIME_002409,2017-11-14,2017,11,NOVIEMBRE,4,46,2017,12,11
TIME_002410,2017-11-15,2017,11,NOVIEMBRE,4,46,2017,12,11
TIME_002411,2017-11-16,2017,11,NOVIEMBRE,4,46,2017,12,12
TIME_002412,2017-11-17,2017,11,NOVIEMBRE,4,46,2017,12,11
TIME_002413,2017-11-18,2017,11,NOVIEMBRE,4,46,2017,12,11
TIME_002414,2017-11-19,2017,11,NOVIEMBRE,4,47,2017,12,11
TIME_002415,2017-11-20,2017,11,NOVIEMBRE,4,47,2017,12,11
TIME_002416,2017-11-21,2017,11,NOVIEMBRE,4,47,2017,12,11
TIME_002417,2017-11-22,2017,11,NOVIEMBRE,4,47,2017,12,11
TIME_002418,2017-11-23,2017,11,NOVIEMBRE,4,47,2017,12,11
TIME_002419,2017-11-24,2017,11,NOVIEMBRE,4,47,2017,12,11
TIME_002420,2017-11-25,2017,11,NOVIEMBRE,4,47,2017,12,11
TIME_002421,2017-11-26,2017,11,NOVIEMBRE,4,48,2017,12,12
TIME_002422,2017-11-27,2017,11,NOVIEMBRE,4,48,2017,12,1
TIME_002423,2017-11-28,2017,11,NOVIEMBRE,4,48,2017,12,11
TIME_002424,2017-11-29,2017,11,NOVIEMBRE,4,48,2017,12,12
TIME_002425,2017-11-30,2017,11,NOVIEMBRE,4,48,2017,12,12
TIME_002426,2017-12-01,2017,12,DICIEMBRE,4,48,2017,12,2
TIME_002427,2017-12-02,2017,12,DICIEMBRE,4,48,2017,12,12
TIME_002428,2017-12-03,2017,12,DICIEMBRE,4,49,2017,13,12
TIME_002429,2017-12-04,2017,12,DICIEMBRE,4,49,2017,13,12
TIME_002430,2017-12-05,2017,12,DICIEMBRE,4,49,2017,13,12
TIME_002431,2017-12-06,2017,12,DICIEMBRE,4,49,2017,13,12
TIME_002432,2017-12-07,2017,12,DICIEMBRE,4,49,2017,13,12
TIME_002433,2017-12-08,2017,12,DICIEMBRE,4,49,2017,13,12
TIME_002434,2017-12-09,2017,12,DICIEMBRE,4,49,2017,13,12
TIME_002435,2017-12-10,2017,12,DICIEMBRE,4,50,2017,13,12
TIME_002436,2017-12-11,2017,12,DICIEMBRE,4,50,2017,13,12
TIME_002437,2017-12-12,2017,12,DICIEMBRE,4,50,2017,13,12
TIME_002438,2017-12-13,2017,12,DICIEMBRE,4,50,2017,13,12
TIME_002439,2017-12-14,2017,12,DICIEMBRE,4,50,2017,13,12
TIME_002440,2017-12-15,2017,12,DICIEMBRE,4,50,2017,13,12
TIME_002441,2017-12-16,2017,12,DICIEMBRE,4,50,2017,13,12
TIME_002442,2017-12-17,2017,12,DICIEMBRE,4,51,2017,13,12
TIME_002443,2017-12-18,2017,12,DICIEMBRE,4,51,2017,13,12
TIME_002444,2017-12-19,2017,12,DICIEMBRE,4,51,2017,13,12
TIME_002445,2017-12-20,2017,12,DICIEMBRE,4,51,2017,13,2
TIME_002446,2017-12-21,2017,12,DICIEMBRE,4,51,2022,13,12
TIME_002447,2017-12-22,2017,12,DICIEMBRE,4,51,2017,13,2
TIME_002448,2017-12-23,2017,12,DICIEMBRE,4,51,2017,13,12
TIME_002449,2017-12-24,2017,12,DICIEMBRE,4,52,2017,13,12
TIME_002450,2017-12-25,2017,12,DICIEMBRE,4,52,2017,13,12
TIME_002451,2017-12-26,2017,12,DICIEMBRE,4,52,2017,13,1
TIME_002452,2017-12-27,2017,12,DICIEMBRE,4,52,2017,13,12
TIME_002453,2017-12-28,2017,12,DICIEMBRE,4,52,2017,13,12
TIME_002454,2017-12-29,2017,12,DICIEMBRE,4,52,2017,13,12
TIME_002455,2017-12-30,2017,12,DICIEMBRE,4,52,2017,13,1
TIME_002456,2017-12-31,2017,12,DICIEMBRE,4,1,2018,1,12
TIME_002457,2018-01-01,2018,1,ENERO,1,1,2018,1,9
TIME_002458,2018-01-02,2018,1,ENERO,1,1,2018,1,1
TIME_002459,2018-01-03,2018,1,ENERO,1,1,2018,1,1
TIME_002460,2018-01-04,2018,1,ENERO,1,1,2018,1,1
TIME_002461,2018-01-05,2018,1,ENERO,1,1,2018,1,1
TIME_002462,2018-01-06,2018,1,ENERO,1,1,2018,1,1
TIME_002463,2018-01-07,2018,1,ENERO,1,2,2018,1,1
TIME_002464,2018-01-08,2018,1,ENERO,1,2,2018,1,9
TIME_002465,2018-01-09,2018,1,ENERO,1,28,2021,7,7
TIME_002466,2018-01-10,2018,1,ENERO,1,2,2018,1,1
TIME_002467,2018-01-11,2018,1,ENERO,1,2,2018,1,1
TIME_002468,2018-01-12,2018,1,ENERO,1,2,2018,1,1
TIME_002469,2018-01-13,2018,1,ENERO,1,4,2018,1,1
TIME_002470,2018-01-14,2018,1,ENERO,1,3,2018,1,1
TIME_002471,2018-01-15,2018,1,ENERO,1,3,2018,1,3
TIME_002472,2018-01-16,2018,1,ENERO,1,3,2018,1,1
TIME_002473,2018-01-17,2018,1,ENERO,1,3,2018,1,1
TIME_002474,2018-01-18,2018,1,ENERO,1,3,2018,1,1
TIME_002475,2018-01-19,2018,1,ENERO,1,3,2018,1,5
TIME_002476,2018-01-20,2018,1,ENERO,1,4,2018,1,1
TIME_002477,2018-01-21,2018,1,ENERO,1,4,2018,1,2
TIME_002478,2018-01-22,2018,1,ENERO,1,4,2018,1,1
TIME_002479,2018-01-23,2018,1,ENERO,1,4,2018,1,1
TIME_002480,2018-01-24,2018,1,ENERO,1,4,2018,1,1
TIME_002481,2018-01-25,2018,1,ENERO,1,4,2018,1,1
TIME_002482,2018-01-26,2018,1,ENERO,1,4,2018,1,1
TIME_002483,2018-01-27,2018,1,ENERO,1,5,2018,2,1
TIME_002484,2018-01-28,2018,1,ENERO,1,9,2019,3,2
TIME_002485,2018-01-29,2018,1,ENERO,1,5,2018,2,2
TIME_002486,2018-01-30,2018,1,ENERO,1,5,2018,2,1
TIME_002487,2018-01-31,2018,1,ENERO,1,5,2018,2,1
TIME_002488,2018-02-01,2018,2,FEBRERO,1,5,2018,2,10
TIME_002489,2018-02-02,2018,2,FEBRERO,1,6,2018,2,2
TIME_002490,2018-02-03,2018,2,FEBRERO,1,5,2018,2,2
TIME_002491,2018-02-04,2018,2,FEBRERO,1,6,2018,2,2
TIME_002492,2018-02-05,2018,2,FEBRERO,1,6,2018,2,6
TIME_002493,2018-02-06,2018,2,FEBRERO,1,6,2018,2,2
TIME_002494,2018-02-07,2018,2,FEBRERO,1,6,2018,2,2
TIME_002495,2018-02-08,2018,2,FEBRERO,1,6,2018,2,2
TIME_002496,2018-02-09,2018,2,FEBRERO,1,6,2018,2,2
TIME_002497,2018-02-10,2018,2,FEBRERO,1,6,2018,2,2
TIME_002498,2018-02-11,2018,2,FEBRERO,1,7,2018,2,2
TIME_002499,2018-02-12,2018,2,FEBRERO,1,7,2018,2,2
TIME_002500,2018-02-13,2018,2,FEBRERO,1,7,2018,2,2
TIME_002501,2018-02-14,2018,2,FEBRERO,1,7,2018,2,2
TIME_002502,2018-02-15,2018,2,FEBRERO,1,7,2018,2,2
TIME_002503,2018-02-16,2018,2,FEBRERO,1,7,2018,2,2
TIME_002504,2018-02-17,2018,2,FEBRERO,1,7,2018,2,3
TIME_002505,2018-02-18,2018,2,FEBRERO,1,8,2018,2,2
TIME_002506,2018-02-19,2018,2,FEBRERO,1,8,2018,2,2
TIME_002507,2018-02-20,2018,2,FEBRERO,1,8,2018,2,10
TIME_002508,2018-02-21,2018,2,FEBRERO,1,8,2018,2,2
TIME_002509,2018-02-22,2018,2,FEBRERO,1,10,2018,3,3
TIME_002510,2018-02-23,2018,2,FEBRERO,1,8,2018,2,2
TIME_002511,2018-02-24,2018,2,FEBRERO,1,8,2018,2,2
TIME_002512,2018-02-25,2018,2,FEBRERO,1,9,2018,3,3
TIME_002513,2018-02-26,2018,2,FEBRERO,1,9,2018,3,3
TIME_002514,2018-02-27,2018,2,FEBRERO,1,9,2018,3,3
TIME_002515,2018-02-28,2018,2,FEBRERO,1,9,2018,3,3
TIME_002516,2018-03-01,2018,3,MARZO,1,9,2018,3,7
TIME_002517,2018-03-02,2018,3,MARZO,1,9,2018,3,3
TIME_002518,2018-03-03,2018,3,MARZO,1,10,2018,3,3
TIME_002519,2018-03-04,2018,3,MARZO,1,10,2018,3,3
TIME_002520,2018-03-05,2018,3,MARZO,1,10,2018,3,3
TIME_002521,2018-03-06,2018,3,MARZO,1,10,2018,3,3
TIME_002522,2018-03-07,2018,3,MARZO,1,11,2018,3,3
TIME_002523,2018-03-08,2018,3,MARZO,1,11,2018,3,3
TIME_002524,2018-03-09,2018,3,MARZO,1,10,2018,3,3
TIME_002525,2018-03-10,2018,3,MARZO,1,10,2022,3,3
TIME_002526,2018-03-11,2018,3,MARZO,1,11,2018,3,3
TIME_002527,2018-03-12,2018,3,MARZO,1,11,2018,3,6
TIME_002528,2018-03-13,2018,3,MARZO,1,12,2018,3,3
TIME_002529,2018-03-14,2018,3,MARZO,1,11,2018,3,3
TIME_002530,2018-03-15,2018,3,MARZO,1,15,2018,4,4
TIME_002531,2018-03-16,2018,3,MARZO,1,16,2020,4,4
TIME_002532,2018-03-17,2018,3,MARZO,1,11,2018,3,3
TIME_002533,2018-03-18,2018,3,MARZO,1,14,2018,4,4
TIME_002534,2018-03-19,2018,3,MARZO,1,14,2018,4,4
TIME_002535,2018-03-20,2018,3,MARZO,1,12,2018,3,3
TIME_002536,2018-03-21,2018,3,MARZO,1,12,2018,3,3
TIME_002537,2018-03-22,2018,3,MARZO,1,12,2018,3,3
TIME_002538,2018-03-23,2018,3,MARZO,1,12,2018,3,8
TIME_002539,2018-03-24,2018,3,MARZO,1,12,2018,3,3
TIME_002540,2018-03-25,2018,3,MARZO,1,13,2018,4,5
TIME_002541,2018-03-26,2018,3,MARZO,1,13,2018,4,3
TIME_002542,2018-03-27,2018,3,MARZO,1,13,2018,4,3
TIME_002543,2018-03-28,2018,3,MARZO,1,13,2018,4,11
TIME_002544,2018-03-29,2018,3,MARZO,1,13,2018,4,3
TIME_002545,2018-03-30,2018,3,MARZO,1,13,2018,4,3
TIME_002546,2018-03-31,2018,3,MARZO,1,13,2018,4,3
TIME_002547,2018-04-01,2018,4,ABRIL,2,14,2018,4,4
TIME_002548,2018-04-02,2018,4,ABRIL,2,14,2018,4,4
TIME_002549,2018-04-03,2018,4,ABRIL,2,14,2018,4,4
TIME_002550,2018-04-04,2018,4,ABRIL,2,14,2018,4,4
TIME_002551,2018-04-05,2018,4,ABRIL,2,14,2018,4,4
TIME_002552,2018-04-06,2018,4,ABRIL,2,14,2018,4,4
TIME_002553,2018-04-07,2018,4,ABRIL,2,14,2018,4,5
TIME_002554,2018-04-08,2018,4,ABRIL,2,15,2018,4,4
TIME_002555,2018-04-09,2018,4,ABRIL,2,15,2018,4,4
TIME_002556,2018-04-10,2018,4,ABRIL,2,15,2018,4,4
TIME_002557,2018-04-11,2018,4,ABRIL,2,15,2018,4,4
TIME_002558,2018-04-12,2018,4,ABRIL,2,15,2018,4,4
TIME_002559,2018-04-13,2018,4,ABRIL,2,15,2018,4,4
TIME_002560,2018-04-14,2018,4,ABRIL,2,15,2018,4,4
TIME_002561,2018-04-15,2018,4,ABRIL,2,16,2018,4,4
TIME_002562,2018-04-16,2018,4,ABRIL,2,16,2018,4,4
TIME_002563,2018-04-17,2018,4,ABRIL,2,16,2018,4,4
TIME_002564,2018-04-18,2018,4,ABRIL,2,16,2018,4,4
TIME_002565,2018-04-19,2018,4,ABRIL,2,16,2018,4,4
TIME_002566,2018-04-20,2018,4,ABRIL,2,16,2018,4,4
TIME_002567,2018-04-21,2018,4,ABRIL,2,18,2018,5,5
TIME_002568,2018-04-22,2018,4,ABRIL,2,17,2018,5,4
TIME_002569,2018-04-23,2018,4,ABRIL,2,17,2018,5,5
TIME_002570,2018-04-24,2018,4,ABRIL,2,17,2018,5,3
TIME_002571,2018-04-25,2018,4,ABRIL,2,17,2018,5,4
TIME_002572,2018-04-26,2018,4,ABRIL,2,17,2018,5,4
TIME_002573,2018-04-27,2018,4,ABRIL,2,17,2018,5,4
TIME_002574,2018-04-28,2018,4,ABRIL,2,17,2018,5,4
TIME_002575,2018-04-29,2018,4,ABRIL,2,18,2018,5,4
TIME_002576,2018-04-30,2018,4,ABRIL,2,18,2018,5,5
TIME_002577,2018-05-01,2018,5,MAYO,2,18,2018,5,5
TIME_002578,2018-05-02,2018,5,MAYO,2,18,2018,5,5
TIME_002579,2018-05-03,2018,5,MAYO,2,18,2018,5,5
TIME_002580,2018-05-04,2018,5,MAYO,2,18,2018,5,5
TIME_002581,2018-05-05,2018,5,MAYO,2,18,2018,5,5
TIME_002582,2018-05-06,2018,5,MAYO,2,19,2018,5,11
TIME_002583,2018-05-07,2018,5,MAYO,2,19,2018,5,5
TIME_002584,2018-05-08,2018,5,MAYO,2,19,2018,5,5
TIME_002585,2018-05-09,2018,5,MAYO,2,20,2018,5,5
TIME_002586,2018-05-10,2018,5,MAYO,2,20,2018,5,5
TIME_002587,2018-05-11,2018,5,MAYO,2,19,2018,5,5
TIME_002588,2018-05-12,2018,5,MAYO,2,20,2018,5,5
TIME_002589,2018-05-13,2018,5,MAYO,2,20,2018,5,5
TIME_002590,2018-05-14,2018,5,MAYO,2,20,2018,5,5
TIME_002591,2018-05-15,2018,5,MAYO,2,20,2018,5,5
TIME_002592,2018-05-16,2018,5,MAYO,2,20,2018,5,5
TIME_002593,2018-05-17,2018,5,MAYO,2,20,2018,5,5
TIME_002594,2018-05-18,2018,5,MAYO,2,20,2018,5,5
TIME_002595,2018-05-19,2018,5,MAYO,2,21,2018,6,5
TIME_002596,2018-05-20,2018,5,MAYO,2,21,2018,6,6
TIME_002597,2018-05-21,2018,5,MAYO,2,21,2018,6,5
TIME_002598,2018-05-22,2018,5,MAYO,2,21,2018,6,5
TIME_002599,2018-05-23,2018,5,MAYO,2,21,2018,6,5
TIME_002600,2018-05-24,2018,5,MAYO,2,21,2018,6,5
TIME_002601,2018-05-25,2018,5,MAYO,2,21,2018,6,5
TIME_002602,2018-05-26,2018,5,MAYO,2,21,2018,6,5
TIME_002603,2018-05-27,2018,5,MAYO,2,22,2018,6,5
TIME_002604,2018-05-28,2018,5,MAYO,2,22,2018,6,5
TIME_002605,2018-05-29,2018,5,MAYO,2,22,2018,6,5
TIME_002606,2018-05-30,2018,5,MAYO,2,22,2018,6,5
TIME_002607,2018-05-31,2018,5,MAYO,2,22,2018,6,6
TIME_002608,2018-06-01,2018,6,JUNIO,2,22,2018,6,7
TIME_002609,2018-06-02,2018,6,JUNIO,2,22,2018,6,6
TIME_002610,2018-06-03,2018,6,JUNIO,2,23,2018,6,6
TIME_002611,2018-06-04,2018,6,JUNIO,2,23,2018,6,6
TIME_002612,2018-06-05,2018,6,JUNIO,2,23,2018,6,6
TIME_002613,2018-06-06,2018,6,JUNIO,2,23,2018,6,6
TIME_002614,2018-06-07,2018,6,JUNIO,2,23,2018,6,6
TIME_002615,2018-06-08,2018,6,JUNIO,2,23,2018,6,6
TIME_002616,2018-06-09,2018,6,JUNIO,2,23,2018,6,6
TIME_002617,2018-06-10,2018,6,JUNIO,2,24,2018,6,6
TIME_002618,2018-06-11,2018,6,JUNIO,2,24,2018,6,6
TIME_002619,2018-06-12,2018,6,JUNIO,2,24,2018,6,11
TIME_002620,2018-06-13,2018,6,JUNIO,2,26,2018,7,6
TIME_002621,2018-06-14,2018,6,JUNIO,2,24,2018,6,6
TIME_002622,2018-06-15,2018,6,JUNIO,2,24,2018,6,8
TIME_002623,2018-06-16,2018,6,JUNIO,2,24,2018,6,6
TIME_002624,2018-06-17,2018,6,JUNIO,2,25,2018,7,6
TIME_002625,2018-06-18,2018,6,JUNIO,2,25,2018,7,6
TIME_002626,2018-06-19,2018,6,JUNIO,2,25,2018,7,6
TIME_002627,2018-06-20,2018,6,JUNIO,2,25,2018,7,6
TIME_002628,2018-06-21,2018,6,JUNIO,2,25,2018,7,6
TIME_002629,2018-06-22,2018,6,JUNIO,2,25,2018,7,7
TIME_002630,2018-06-23,2018,6,JUNIO,2,26,2018,7,6
TIME_002631,2018-06-24,2018,6,JUNIO,2,26,2018,7,8
TIME_002632,2018-06-25,2018,6,JUNIO,2,26,2018,7,6
TIME_002633,2018-06-26,2018,6,JUNIO,2,26,2018,7,8
TIME_002634,2018-06-27,2018,6,JUNIO,2,27,2018,7,7
TIME_002635,2018-06-28,2018,6,JUNIO,2,26,2018,7,6
TIME_002636,2018-06-29,2018,6,JUNIO,2,26,2018,7,7
TIME_002637,2018-06-30,2018,6,JUNIO,2,26,2018,7,6
TIME_002638,2018-07-01,2018,7,JULIO,3,27,2018,7,9
TIME_002639,2018-07-02,2018,7,JULIO,3,27,2018,7,7
TIME_002640,2018-07-03,2018,7,JULIO,3,27,2018,7,7
TIME_002641,2018-07-04,2018,7,JULIO,3,28,2018,7,7
TIME_002642,2018-07-05,2018,7,JULIO,3,27,2018,7,7
TIME_002643,2018-07-06,2018,7,JULIO,3,27,2018,7,7
TIME_002644,2018-07-07,2018,7,JULIO,3,27,2018,7,7
TIME_002645,2018-07-08,2018,7,JULIO,3,28,2018,7,7
TIME_002646,2018-07-09,2018,7,JULIO,3,28,2018,7,7
TIME_002647,2018-07-10,2018,7,JULIO,3,28,2018,7,7
TIME_002648,2018-07-11,2018,7,JULIO,3,28,2018,7,7
TIME_002649,2018-07-12,2018,7,JULIO,3,28,2018,7,7
TIME_002650,2018-07-13,2018,7,JULIO,3,28,2018,7,7
